bot_id,top_id,bot_type,top_type,x,y,z_bot,z_top,dx,dy,dz,dist_xy,type_pair,label_hybrid,dz_thresh,sector6,ang_deg
5064,7836,2,3,121.335047227855,40.2257858711363,17.5036311350046,20.7629841512462,-0.41781759483200176,0.9694725557965,3.259353016241601,1.055674466392835,2->3,S1,3.336072339193011,2,113.31479233673943
5065,7837,2,3,123.518277056673,41.4470320117031,17.5033956315558,20.7572689655243,-0.44451809985099544,1.0316898979899989,3.2538733339684995,1.1233790040363731,2->3,S1,3.336072339193011,2,113.30947336458505
5066,7838,2,3,125.699596604217,42.6700006815438,17.5009426985006,20.7498717606262,-0.46751690406800606,1.090362373781403,3.2489290621255975,1.1863651047411792,2->3,S1,3.336072339193011,2,113.20830062514828
5067,10648,2,4,127.878997375361,43.8947692832981,17.4965504922301,20.7563177842782,-1.2022440432199915,-0.11492362318740135,3.2597672920480996,1.2077243802393294,2->4,S2,3.336072339193011,3,185.46036544817946
5068,10649,2,4,130.056530181263,45.1213132469615,17.4907677446096,20.7476249460865,-1.2191579651680229,-0.06254938027939971,3.256857201476901,1.220761470970464,2->4,S2,3.336072339193011,3,182.9370074007708
5069,10650,2,4,132.232288845839,46.3495310127197,17.4843002249933,20.7390608817139,-1.2325756888120054,-0.013714427476600122,3.254760656720599,1.2326519842077894,2->4,S2,3.336072339193011,3,180.63748327616221
5070,10651,2,4,134.406395701548,47.5792701629344,17.4778858906077,20.7313248952871,-1.2427170412040027,0.03187265595600053,3.2534390046794,1.2431257018887996,2->4,S2,3.336072339193011,3,178.53082532114584
5071,10652,2,4,136.578985695244,48.8103539510607,17.4721880749096,20.7249963187552,-1.2498326845469876,0.0745697547555011,3.2528082438455996,1.252055265428098,2->4,S2,3.336072339193011,3,176.58556434036538
5072,7899,2,3,138.750198045429,50.0425962942533,17.4677192062824,20.7080902158558,-0.5239306766619904,-1.130545179437398,3.2403710095734013,1.2460480555326225,2->3,S1,3.336072339193011,4,245.13549005821784
5073,7900,2,3,140.92016933617,51.2758176466374,17.4648041125579,20.7061294471096,-0.5250809880629959,-1.091889035965103,3.2413253345517,1.2115823170078104,2->3,S1,3.336072339193011,4,244.31745887546816
5074,7901,2,3,143.089028815865,52.5098506510704,17.4635771084477,20.7063160611527,-0.5239983004509838,-1.0550089849230986,3.2427389527050003,1.1779720612747937,2->3,S1,3.336072339193011,4,243.5874835904791
5075,7902,2,3,145.256898408416,53.744543767901,17.4640004974679,20.7085028899184,-0.5209299445789952,-1.019580264096497,3.2445023924504994,1.144950619937016,2->3,S1,3.336072339193011,4,242.9363350928192
5076,7903,2,3,147.423892541644,54.9797613454747,17.4658927630601,20.7124160050723,-0.5161074372049939,-0.9853114773555021,3.2465232420121986,1.11229743960273,2->3,S1,3.336072339193011,4,242.35439417522946
5077,7904,2,3,149.590117524969,56.215381924422,17.4689625640933,20.7176849825533,-0.5097459795420036,-0.9519428730019968,3.2487224184600016,1.079831559604799,2->3,S1,3.336072339193011,4,241.83185937095803
5078,7905,2,3,151.755674574346,57.4512962175077,17.4728469376978,20.7238793758721,-0.5020485496619926,-0.919241746877006,3.2510324381743025,1.0474054302986977,2->3,S1,3.336072339193011,4,241.35861532104326
5079,7906,2,3,153.92065830054,58.6874044519511,17.4771513155537,20.7305439867967,-0.49320434943200553,-0.8869981414323007,3.253392671242999,1.01489715400281,2->3,S1,3.336072339193011,4,240.92429348695552
5080,7907,2,3,156.085160236355,59.9236136676806,17.4814853727937,20.7372326041098,-0.4833959319059886,-0.8550177874881015,3.2557472313161,0.9822051943989645,2->3,S1,3.336072339193011,4,240.517762656067
